App,Category,Rating,Reviews,Size,Installs,Paid/Free,Price,Content Rating,Ad Supported,In App Purchases,Editors Choice
OnePlus Icon Pack - Square,PERSONALIZATION,4.7,229.0,11.0,500000.0,Free,0.0,Everyone,No,No,No
BlazBlue RR - Real Action Game,Others,4.1,50962.0,270.0,1000000.0,Free,0.0,Teen,No,Yes,Yes
DP and Status for WhatsApp 2018,Others,4.5,787.0,69.0,100000.0,Free,0.0,Everyone,Yes,No,No
XCOM: TBG,FAMILY,4.0,2294.0,95.0,100000.0,Free,0.0,Everyone,No,No,No
dz NEWS Algerie,Others,4.2,2318.0,45.0,100000.0,Free,0.0,Everyone,Yes,No,No
Bomber Friends,GAME,4.5,312204.0,49.0,10000000.0,Free,0.0,Everyone 10+,Yes,Yes,No
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223.0,76.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Wild Hunt:Sport Hunting Games. Hunter & Shooter 3D,Others,4.2,312204.0,270.0,10000000.0,Free,0.0,Teen,No,Yes,Yes
Zombie Hunter King,GAME,4.3,10306.0,50.0,1000000.0,Free,0.0,Mature 17+,Yes,Yes,No
Q Cat Live Wallpaper,PERSONALIZATION,4.2,4383.0,71.0,500000.0,Free,0.0,Teen,Yes,No,No
XCOM®: Enemy Within,FAMILY,4.2,13752.0,21.0,100000.0,Paid,9.99,Mature 17+,Yes,No,No
WEBTOON,Others,,312204.0,270.0,19970000.0,Free,0.0,Teen,Yes,Yes,Yes
Dr. Cares - Pet Rescue 911 🐶,FAMILY,4.2,14432.0,35.0,500000.0,Free,0.0,Everyone,No,Yes,No
Pixlr – Free Photo Editor,PHOTOGRAPHY,4.4,312204.0,31.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
Philips Hue,LIFESTYLE,3.1,10006.0,53.0,1000000.0,Free,0.0,Everyone,No,No,No
Etihad Airways,Others,4.1,3674.0,61.0,500000.0,Free,0.0,Everyone,No,No,No
Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,623.0,85.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
Passenger rights,Others,3.9,,25.0,50000.0,Free,0.0,Everyone,No,No,No
Pocket Lab Values,MEDICAL,4.3,,0.899,10000.0,Paid,2.99,Everyone,No,No,No
"Just a Line - Draw Anywhere, with AR",FAMILY,4.1,1152.0,27.0,100000.0,Free,0.0,Everyone,No,No,No
Hungry Girl Diet Bk. Companion,HEALTH_AND_FITNESS,2.2,4.0,28.0,1000.0,Free,0.0,Everyone,No,No,No
Adobe Photoshop Express：Photo Editor Collage Maker,PHOTOGRAPHY,4.5,312204.0,270.0,19970000.0,Free,0.0,Everyone,No,Yes,Yes
ZipRealty Real Estate & Homes,LIFESTYLE,4.0,3937.0,15.0,100000.0,Free,0.0,Everyone,No,No,No
Smart Air Conditioner(CAC),TOOLS,3.2,,79.0,50000.0,Free,0.0,Everyone,No,No,No
LEGO® TV,Others,3.7,17247.0,72.0,1000000.0,Free,0.0,Everyone 10+,No,No,No
F-Secure SENSE,TOOLS,4.6,57.0,13.0,5000.0,Free,0.0,Everyone,No,No,No
DV ASSIST,FAMILY,5.0,1.0,18.0,100.0,Free,0.0,Everyone,Yes,No,No
Dinosaur Simulator: Dino World,GAME,4.0,26649.0,66.0,5000000.0,Free,0.0,Teen,Yes,Yes,No
Stranger Cases: A Mystery Escape,Others,4.1,6172.0,270.0,500000.0,Free,0.0,Everyone,Yes,Yes,Yes
Meme Generator,Others,4.6,3771.0,53.0,100000.0,Paid,2.99,Mature 17+,Yes,No,No
AO Player,Others,4.0,9.0,33.0,1000.0,Free,0.0,Everyone,No,No,No
DW Security,BUSINESS,5.0,6.0,15.0,100.0,Free,0.0,Everyone,No,No,No
Baskin-Robbins,Others,3.8,1103.0,66.0,100000.0,Free,0.0,Everyone,No,No,No
Florida Storms,Others,3.8,116.0,36.0,10000.0,Free,0.0,Everyone,Yes,No,No
Blood Glucose Tracker,HEALTH_AND_FITNESS,4.6,9612.0,35.0,100000.0,Free,0.0,Everyone,Yes,No,No
République,Others,4.1,30788.0,270.0,1000000.0,Free,0.0,Teen,No,Yes,Yes
R Language Reference Guide,BOOKS_AND_REFERENCE,3.9,54.0,28.0,10000.0,Free,0.0,Everyone,Yes,No,No
Disney Frozen Adventures: Customize the Kingdom,Others,4.1,128808.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624.0,10.0,5000000.0,Free,0.0,Everyone,Yes,No,No
BAD 2 BAD: EXTINCTION,Others,4.5,67035.0,270.0,1000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
HELLO BT21,Others,4.8,5736.0,270.0,100000.0,Free,0.0,Everyone,Yes,Yes,Yes
Watch AW-7,TOOLS,4.2,249.0,30.0,50000.0,Free,0.0,Everyone,Yes,No,No
"﻿Skyscanner – cheap flights, hotels and car rental",Others,4.5,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,No,Yes
EP Horlogerie,LIFESTYLE,4.9,18.0,24.0,1000.0,Free,0.0,Everyone,No,No,No
Colorfit - Drawing & Coloring,Others,4.7,20260.0,25.0,500000.0,Free,0.0,Everyone,Yes,Yes,No
비내리는 다락방,Others,4.5,,270.0,100000.0,Free,0.0,Everyone,Yes,No,Yes
"Viki: Stream Asian Drama, Movies and TV Shows",Others,4.2,312204.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
Mix Tank – Tank Mixing Ag App,PRODUCTIVITY,3.6,64.0,15.0,10000.0,Free,0.0,Everyone,No,Yes,No
Jamaa Amino for Animal Jam,Others,4.7,3873.0,63.0,10000.0,Free,0.0,Teen,No,No,No
Korean Food Recipes - 10k Recipes,Others,4.7,64104.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Defense War：Destiny Child PVP Game,Others,4.3,52382.0,270.0,500000.0,Free,0.0,Everyone,Yes,Yes,Yes
Block Puzzle,GAME,4.6,59800.0,78.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Mail1Click - Secure Mail,COMMUNICATION,4.1,255.0,16.0,10000.0,Free,0.0,Everyone,No,No,No
Educators CU Mobile Banking,FINANCE,4.6,1992.0,24.0,50000.0,Free,0.0,Everyone,No,No,No
InColor - Coloring Book for Adults,Others,4.1,10571.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
AV Phonetics,FAMILY,4.3,259.0,49.0,10000.0,Free,0.0,Everyone,No,No,No
Build a Bridge!,FAMILY,4.6,263454.0,74.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
EC Calgary,FAMILY,5.0,6.0,81.0,100.0,Free,0.0,Teen,No,No,No
Kritika: The White Knights,Others,4.3,312204.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168.0,25.0,10000.0,Paid,24.99,Everyone,No,Yes,No
Destroy Gunners Σ,GAME,4.4,10786.0,21.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Art Drawing Ideas,Others,4.1,227.0,52.0,50000.0,Free,0.0,Everyone,Yes,No,No
DG - Digital Coupons - Free Coupon and Discount,Others,3.6,38.0,11.0,10000.0,Free,0.0,Everyone,Yes,No,No
Swiggy Food Order | Online Grocery | Delivery App,Others,4.2,312204.0,270.0,19970000.0,Free,0.0,Everyone,No,No,Yes
Unclouded - Cloud Manager,PRODUCTIVITY,4.1,6850.0,11.0,100000.0,Free,0.0,Everyone,No,Yes,No
Writing Wizard Premium - Handwriting,FAMILY,4.1,89.0,33.0,5000.0,Paid,4.49,Everyone,No,Yes,No
Hexonia,Others,4.0,39472.0,270.0,1000000.0,Free,0.0,Teen,Yes,Yes,Yes
Satellite Director,TOOLS,4.1,45610.0,0.176,10000000.0,Free,0.0,Everyone,Yes,No,No
fi,FAMILY,2.9,691.0,58.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
FC Porto,SPORTS,4.9,15883.0,21.0,100000.0,Free,0.0,Everyone,No,No,No
English to Hindi Dictionary,BOOKS_AND_REFERENCE,4.1,71328.0,11.0,5000000.0,Free,0.0,Everyone,Yes,No,No
CKZ ORIGINS,GAME,4.5,219821.0,10.0,1000000.0,Free,0.0,Mature 17+,Yes,Yes,No
FE Mechanical Engineering Prep,FAMILY,1.0,2.0,21.0,1000.0,Free,0.0,Everyone,No,Yes,No
BT Communicator,Others,3.8,32.0,16.0,10000.0,Free,0.0,Teen,No,No,No
Podcast Addict,Others,4.6,312204.0,10.0,5000000.0,Free,0.0,Teen,Yes,Yes,No
EC Apps List,TOOLS,4.5,,16.0,100.0,Free,0.0,Everyone,Yes,No,No
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038.0,10.0,500000.0,Free,0.0,Everyone,Yes,Yes,No
Nick,Others,4.2,123279.0,25.0,10000000.0,Free,0.0,Everyone 10+,Yes,No,No
My College Bookstore,Others,3.2,661.0,76.0,100000.0,Free,0.0,Everyone,No,No,No
Shadow Fight Arena — PvP Fighting game,Others,4.6,312204.0,270.0,5000000.0,Free,0.0,Teen,Yes,Yes,Yes
FR: My Famous Lover,FAMILY,4.0,185.0,28.0,10000.0,Free,0.0,Teen,Yes,Yes,No
食在方便 - 找美食餐廳,Others,4.5,64884.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Ba Financial Calculator plus,FINANCE,4.4,31.0,0.206,1000.0,Paid,3.99,Everyone,No,No,No
Shopping List S PRO,Others,4.8,14.0,27.0,100.0,Paid,2.49,Everyone,No,No,No
Ring,COMMUNICATION,3.9,517.0,35.0,10000.0,Free,0.0,Everyone,Yes,No,No
"Etsy: Buy Custom, Handmade, and Unique Goods",Others,4.8,281506.0,270.0,10000000.0,Free,0.0,Teen,No,No,Yes
AW TeamUp,Others,4.6,9.0,17.0,500.0,Free,0.0,Everyone,No,No,No
TN Electricity (TNEB),LIFESTYLE,3.9,,38.0,10000.0,Free,0.0,Everyone,Yes,No,No
DS-20000S,PRODUCTIVITY,1.8,12.0,14.0,1000.0,Free,0.0,Everyone,No,No,No
CityBus Lviv,Others,4.6,534.0,57.0,10000.0,Free,0.0,Everyone,Yes,Yes,No
Registered Dietitian Pocket Prep,MEDICAL,4.3,283.0,12.0,5000.0,Free,0.0,Everyone,No,Yes,No
OpenVPN Connect – Fast & Safe SSL VPN Client,TOOLS,4.2,,14.0,10000000.0,Free,0.0,Everyone,No,No,No
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841.0,77.0,1000000.0,Free,0.0,Everyone,Yes,No,No
MARVEL Super War,Others,4.1,217925.0,270.0,10000000.0,Free,0.0,Teen,No,No,Yes
Love Balls,GAME,4.2,312204.0,40.0,19970000.0,Free,0.0,Everyone,Yes,No,No
Neon Glow C - Icon Pack,PERSONALIZATION,4.8,557.0,74.0,10000.0,Paid,0.99,Everyone,No,Yes,No
Mandala Coloring Book,Others,4.6,4326.0,21.0,100000.0,Free,0.0,Everyone,Yes,No,No
CF Appreciation,LIFESTYLE,2.0,11.0,62.0,1000.0,Free,0.0,Everyone,No,No,No
INTERACTIVE CALCULUS FOR MATHS AND PHYSICS,FAMILY,4.8,53.0,44.0,1000.0,Free,0.0,Everyone,Yes,No,No
KudaGo - things to do in NY,Others,4.4,4298.0,44.0,100000.0,Free,0.0,Everyone,No,No,No
DJ Music Pad,FAMILY,3.6,35121.0,51.0,5000000.0,Free,0.0,Everyone,Yes,No,No
RULES OF SURVIVAL,GAME,4.2,312204.0,56.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
Fancy,Others,4.2,39735.0,18.0,5000000.0,Free,0.0,Teen,No,No,No
Learn Java,Others,4.7,52743.0,54.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Calvary.ch App,LIFESTYLE,4.4,10.0,77.0,500.0,Free,0.0,Teen,No,No,No
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,,39.0,100000.0,Paid,4.99,Everyone,No,No,No
I Am Wizard,FAMILY,4.2,,57.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
EF Coach,HEALTH_AND_FITNESS,4.8,17.0,14.0,500.0,Free,0.0,Everyone,No,No,No
FC Barcelona Official App,SPORTS,4.6,92522.0,56.0,5000000.0,Free,0.0,Everyone,No,Yes,No
Used cars for sale - Trovit,Others,4.2,52530.0,70.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Diabetes Connect,MEDICAL,4.5,4027.0,84.0,100000.0,Free,0.0,Everyone,No,Yes,No
Extreme Motorbike Jump 3D,FAMILY,4.0,94308.0,79.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Cures A-Z,HEALTH_AND_FITNESS,4.0,265.0,41.0,100000.0,Free,0.0,Everyone,No,Yes,No
Account Class-12 Solutions (D K Goel) Vol-1,FAMILY,4.4,708.0,33.0,50000.0,Free,0.0,Everyone,Yes,No,No
صور حرف H,Others,4.4,13.0,45.0,1000.0,Free,0.0,Everyone,Yes,No,No
Princess Coloring Book,Others,4.5,9770.0,39.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Fast Download Manager,TOOLS,4.0,18478.0,17.0,1000000.0,Free,0.0,Everyone,Yes,No,No
AZ Plugin 2 (newest),Others,4.2,11087.0,34.0,1000000.0,Free,0.0,Everyone,No,No,No
Marco Polo - Stay In Touch,COMMUNICATION,,267727.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
Dr. Panda's Swimming Pool,FAMILY,4.4,2311.0,93.0,100000.0,Paid,1.99,Everyone,No,No,No
SoloLearn: Learn to Code for Free,Others,4.8,256079.0,76.0,1000000.0,Free,0.0,Teen,Yes,Yes,Yes
Fake Chat (Direct Message),Others,4.4,5985.0,59.0,500000.0,Free,0.0,Everyone,Yes,No,No
DEAD TARGET: Zombie Offline - Shooting Games,Others,4.4,312204.0,270.0,19970000.0,Free,0.0,Mature 17+,Yes,Yes,Yes
EG Movi,TOOLS,4.2,,74.0,1000.0,Free,0.0,Everyone,No,No,No
TAP! DIG! MY MUSEUM!,Others,4.6,138250.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Microsoft OneNote: Save Ideas and Organize Notes,PRODUCTIVITY,4.3,312204.0,270.0,19970000.0,Free,0.0,Everyone,No,No,Yes
Camera for Android,PHOTOGRAPHY,4.2,240475.0,95.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Boom Beach,FAMILY,4.5,312204.0,95.0,19970000.0,Free,0.0,Everyone 10+,No,Yes,No
Bloomberg: Market & Financial News,Others,4.2,61692.0,27.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
My Wild Pet: Online Animal Sim,FAMILY,4.5,26916.0,67.0,500000.0,Free,0.0,Everyone,No,Yes,No
Carrier Air Conditioner,TOOLS,2.5,362.0,78.0,100000.0,Free,0.0,Everyone,No,No,No
Tigo Money El Salvador,FINANCE,4.3,4642.0,35.0,100000.0,Free,0.0,Everyone,No,No,No
AE Solitaire,GAME,4.3,1776.0,26.0,50000.0,Free,0.0,Everyone,Yes,No,No
Radio Javan,Others,4.4,46916.0,45.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Screen Off and Lock,TOOLS,4.1,172990.0,0.525,10000000.0,Free,0.0,Everyone,Yes,No,No
Farm Heroes Saga,GAME,4.4,312204.0,70.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
Archos File Manager,PRODUCTIVITY,4.0,2131.0,23.0,5000000.0,Free,0.0,Everyone,No,No,No
FB Live,BUSINESS,3.7,27.0,18.0,5000.0,Free,0.0,Everyone,No,No,No
Toy Attack,GAME,4.2,3878.0,69.0,500000.0,Free,0.0,Everyone,Yes,Yes,No
DAILYHOTEL,Others,4.8,54669.0,270.0,5000000.0,Free,0.0,Everyone,No,No,Yes
DS file,PRODUCTIVITY,4.1,10676.0,12.0,1000000.0,Free,0.0,Everyone,No,No,No
The dollar in mexico,FINANCE,4.5,4254.0,32.0,100000.0,Free,0.0,Everyone,Yes,No,No
R Programming Solution,FAMILY,3.9,169.0,77.0,10000.0,Free,0.0,Everyone,Yes,No,No
Q-See Plus,Others,2.2,32.0,33.0,5000.0,Free,0.0,Everyone,No,No,No
Teen Titans GO Figure!,FAMILY,4.5,1985.0,28.0,10000.0,Paid,3.99,Everyone 10+,Yes,Yes,No
BTS Universe Story,Others,4.7,136259.0,270.0,1000000.0,Free,0.0,Teen,Yes,Yes,Yes
Swamp Attack,GAME,4.4,312204.0,70.0,19970000.0,Free,0.0,Everyone 10+,Yes,Yes,No
APUS File Manager (Explorer),TOOLS,4.1,312204.0,10.0,19970000.0,Free,0.0,Everyone,Yes,No,No
Genies & Gems - Jewel & Gem Matching Adventure,Others,4.5,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Racing Fever: Moto,Others,4.3,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
Mobile Number Tracker,TOOLS,3.9,19758.0,29.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Financial Calculator Pro EF,FINANCE,,634.0,20.0,50000.0,Free,0.0,Everyone,No,No,No
Faustop Sounds,Others,4.7,1677.0,40.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
GANMA! (ガンマ)　話題の漫画が盛りだくさん！無料で全話を読めるオリジナル連載マンガも！,Others,4.1,75499.0,270.0,5000000.0,Free,0.0,Teen,Yes,Yes,Yes
Pocket Prefix Plus,COMMUNICATION,4.5,192.0,15.0,10000.0,Free,0.0,Everyone,No,No,No
FD Community FCU Mobile,FINANCE,4.7,175.0,12.0,1000.0,Free,0.0,Everyone,No,No,No
cx-33wifi,FAMILY,4.4,63.0,76.0,10000.0,Free,0.0,Everyone,No,No,No
EP Kalkulator el. energije,TOOLS,4.4,13.0,15.0,100.0,Free,0.0,Everyone,No,No,No
DP Status 2017,PHOTOGRAPHY,4.2,,70.0,50000.0,Free,0.0,Everyone,Yes,No,No
Web Browser for Android,COMMUNICATION,4.1,55098.0,43.0,1000000.0,Free,0.0,Everyone,Yes,No,No
MultiPicture Live Wallpaper dn,PERSONALIZATION,4.3,505.0,0.288,10000.0,Paid,1.99,Everyone,No,No,No
I Love Hue,Others,4.7,241739.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Pou,GAME,4.3,312204.0,24.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
FreedomPop Messaging Phone/SIM,COMMUNICATION,3.6,9894.0,39.0,500000.0,Free,0.0,Everyone,Yes,No,No
Programming Hub: Learn to code,Others,4.7,146536.0,270.0,5000000.0,Free,0.0,Everyone,No,Yes,Yes
Age of Magic: Turn-Based Magic RPG & Strategy Game,Others,,312204.0,270.0,5000000.0,Free,0.0,Teen,No,Yes,Yes
Z App,LIFESTYLE,2.8,405.0,25.0,50000.0,Free,0.0,Everyone,No,No,No
DV KING 4K,PHOTOGRAPHY,2.3,3.0,85.0,100.0,Free,0.0,Everyone,No,No,No
랑그릿사,Others,4.5,57195.0,270.0,500000.0,Free,0.0,Teen,No,Yes,Yes
Photo Lock App - Hide Pictures & Videos,PERSONALIZATION,4.5,29203.0,33.0,5000000.0,Free,0.0,Everyone,Yes,Yes,No
Single Parent Meet #1 Dating,Others,3.5,2593.0,50.0,500000.0,Free,0.0,Mature 17+,Yes,No,No
Like A Boss,FAMILY,4.4,17069.0,94.0,500000.0,Free,0.0,Everyone 10+,Yes,Yes,No
AT&T Call Protect,COMMUNICATION,4.2,6454.0,15.0,5000000.0,Free,0.0,Everyone,No,Yes,No
adidas Running App - Your Sports & Run Tracker,HEALTH_AND_FITNESS,4.5,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
Puzzledom - classic puzzles all in one,Others,4.4,289961.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
lifebox,PRODUCTIVITY,4.2,56403.0,49.0,5000000.0,Free,0.0,Everyone,No,Yes,No
HTC Sense Input - FA,TOOLS,4.6,1420.0,16.0,100000.0,Free,0.0,Everyone,No,No,No
Binaural Beats Meditation,Others,4.3,411.0,95.0,50000.0,Free,0.0,Everyone,Yes,No,No
Offroad Car H,FAMILY,4.2,1960.0,87.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
Shopkins World!,FAMILY,4.3,169609.0,34.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
Call Blocker & Blacklist,COMMUNICATION,4.0,6.0,42.0,1000.0,Free,0.0,Everyone,Yes,No,No
BMX Boy,GAME,4.2,312204.0,12.0,19970000.0,Free,0.0,Everyone,Yes,No,No
textPlus: Free Text & Calls,Others,4.1,312204.0,28.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
SimCity BuildIt,FAMILY,4.5,312204.0,100.0,19970000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
AU Results 2017 Auzone,FAMILY,3.8,762.0,41.0,100000.0,Free,0.0,Everyone,Yes,No,No
My C Spire,PRODUCTIVITY,4.1,376.0,32.0,50000.0,Free,0.0,Everyone,No,No,No
FAV KWGT,PERSONALIZATION,4.9,88.0,66.0,1000.0,Paid,0.99,Everyone,No,No,No
Official NBSTSA CSFA Exam Prep,MEDICAL,4.4,137.0,11.0,1000.0,Free,0.0,Everyone,No,Yes,No
Rabbithole,FAMILY,3.5,,15.0,100000.0,Free,0.0,Everyone,Yes,No,No
Casino AZ/Talking Stick Resort,Others,,201.0,45.0,10000.0,Free,0.0,Everyone,No,Yes,No
C Programming,Others,4.3,,18.0,1000000.0,Free,0.0,Everyone,Yes,No,No
PMHNP-BC Pocket Prep,MEDICAL,4.4,112.0,13.0,1000.0,Free,0.0,Everyone,No,Yes,No
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,312204.0,75.0,19970000.0,Free,0.0,Teen,Yes,Yes,No
Sago Mini Hat Maker,Others,4.9,11.0,63.0,1000.0,Paid,3.99,Everyone,Yes,No,No
Photo Studio,PHOTOGRAPHY,4.2,312204.0,51.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Do I Snore or Grind,MEDICAL,4.4,2295.0,19.0,100000.0,Free,0.0,Everyone,No,No,No
Dr. Doug's Tips,BOOKS_AND_REFERENCE,4.0,22.0,34.0,1000.0,Free,0.0,Everyone,No,No,No
Life Gallery,Others,4.1,10598.0,270.0,500000.0,Free,0.0,Teen,No,Yes,Yes
Auction Wars : Storage King,GAME,4.1,29062.0,63.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Call of Mini™ Dino Hunter,GAME,4.2,312204.0,10.0,10000000.0,Free,0.0,Teen,Yes,No,No
Nimo TV - Live Game Streaming,Others,4.3,312204.0,270.0,19970000.0,Free,0.0,Everyone 10+,No,Yes,Yes
"Windy.com - Weather Radar, Satellite and Forecast",Others,4.7,312204.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
Wantedly People scan biz cards,BUSINESS,4.3,7232.0,270.0,1000000.0,Free,0.0,Everyone,Yes,No,Yes
Blur,PHOTOGRAPHY,4.0,9013.0,24.0,1000000.0,Free,0.0,Everyone,No,No,No
P XPERIA Theme™ | Design For SONY 🎨,PERSONALIZATION,4.4,147.0,16.0,10000.0,Free,0.0,Everyone,No,No,No
Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674.0,61.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Map My Ride GPS Cycling Riding,HEALTH_AND_FITNESS,4.5,106547.0,54.0,1000000.0,Free,0.0,Everyone,No,Yes,No
Beach Volleyball 3D,SPORTS,4.2,43191.0,14.0,5000000.0,Free,0.0,Everyone,Yes,Yes,No
I am Rich,FINANCE,4.3,180.0,38.0,5000.0,Paid,399.99,Everyone,Yes,No,No
Screen Lock,TOOLS,4.2,68309.0,21.0,1000000.0,Free,0.0,Everyone,Yes,No,No
My Photo Keyboard,PHOTOGRAPHY,4.3,56114.0,17.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Among Us,Others,3.5,312204.0,270.0,19970000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
My Vodafone (GR),COMMUNICATION,3.8,12667.0,34.0,1000000.0,Free,0.0,Everyone,No,No,No
Sleep Sounds,HEALTH_AND_FITNESS,,51227.0,28.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Calculator L,PRODUCTIVITY,4.5,2965.0,24.0,100000.0,Free,0.0,Everyone,No,Yes,No
Q-See QC View,TOOLS,3.1,657.0,21.0,100000.0,Free,0.0,Everyone,No,No,No
Anger of stick 5 : zombie,GAME,4.5,312204.0,23.0,19970000.0,Free,0.0,Teen,Yes,Yes,No
ez Share Android app,PHOTOGRAPHY,3.3,1461.0,13.0,100000.0,Free,0.0,Everyone,No,No,No
Angry Birds Evolution 2021,Others,4.2,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
DreamTrips,Others,,9971.0,22.0,500000.0,Free,0.0,Teen,No,No,No
Jungle Monkey Run,GAME,4.4,54082.0,21.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Spongebob: Krusty Cook-Off,Others,4.1,271694.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Offroad Police Car DE,FAMILY,4.3,9149.0,80.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Cutie Cubies,FAMILY,4.4,6356.0,83.0,500000.0,Free,0.0,Everyone,No,Yes,No
GreenSnap - 植物・花の名前が判る写真共有アプリ,LIFESTYLE,4.1,3172.0,270.0,500000.0,Free,0.0,Teen,Yes,No,Yes
Muscle Trigger Point Anatomy,MEDICAL,4.4,1361.0,33.0,50000.0,Paid,2.99,Everyone,No,No,No
Angry Birds Go!,GAME,4.2,312204.0,82.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
Ultimate Control BT,BUSINESS,4.6,14.0,43.0,500.0,Free,0.0,Everyone,No,Yes,No
Twilight 🌅 Blue light filter for better sleep,HEALTH_AND_FITNESS,4.6,312204.0,270.0,10000000.0,Free,0.0,Everyone,No,No,Yes
ScriptSave WellRx Rx Discounts,MEDICAL,3.8,700.0,37.0,100000.0,Free,0.0,Everyone,No,No,No
Tacticool - 5v5 shooter,Others,4.6,312204.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506.0,15.0,100000.0,Free,0.0,Everyone,No,Yes,No
Citymapper: Directions For All Your Transportation,Others,4.8,112733.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
weather HD,PERSONALIZATION,4.0,1546.0,45.0,10000.0,Paid,1.99,Everyone,No,No,No
The King of Fighters ALLSTAR,Others,3.9,243823.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
CT Cervical Spine,MEDICAL,5.0,5.0,17.0,1000.0,Free,0.0,Everyone,Yes,No,No
Free Meditation - Take a Break,HEALTH_AND_FITNESS,4.2,1608.0,39.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
Learn to Speak English,Others,4.4,33646.0,70.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Racing Moto,GAME,4.3,312204.0,74.0,19970000.0,Free,0.0,Everyone,Yes,No,No
Hello Kitty Lunchbox,FAMILY,4.2,51838.0,15.0,5000000.0,Free,0.0,Everyone,Yes,Yes,No
My Ooredoo Algeria,TOOLS,4.2,3606.0,17.0,100000.0,Free,0.0,Everyone,No,No,No
Counter Terrorist Gun Strike CS: Special Forces,GAME,4.2,,44.0,10000.0,Free,0.0,Teen,Yes,No,No
女人迷日報,LIFESTYLE,,1321.0,270.0,50000.0,Free,0.0,Mature 17+,No,No,Yes
Step Counter - Calorie Counter,HEALTH_AND_FITNESS,4.0,1577.0,22.0,500000.0,Free,0.0,Everyone,Yes,No,No
